R,G,B
82,79,98
81,78,97
82,79,98
85,83,104
81,79,103
80,77,104
78,74,101
82,78,105
90,86,111
87,83,108
79,74,97
78,73,96
76,71,93
79,74,96
87,79,100
84,77,95
80,73,89
85,78,94
89,82,98
84,77,95
83,74,95
79,69,93
76,64,88
79,65,88
76,61,82
72,54,76
69,53,79
82,67,98
87,73,108
83,72,106
68,57,91
61,52,83
75,68,99
84,79,109
74,69,99
61,57,84
75,71,98
85,79,105
84,75,102
79,69,96
83,73,100
92,79,107
98,83,112
95,80,111
106,89,121
126,109,141
140,123,155
140,123,157
136,119,153
126,111,144
113,98,131
84,69,102
89,74,107
96,81,114
103,88,121
109,94,125
116,101,132
125,110,141
130,117,147
129,123,151
123,119,146
119,113,141
116,110,138
110,104,130
104,98,124
103,94,121
105,95,122
112,102,127
111,98,124
112,99,125
119,105,131
121,107,132
117,101,127
113,97,123
114,98,124
118,102,129
112,97,126
100,85,114
85,72,100
77,64,92
75,65,90
76,66,91
74,66,90
72,64,87
70,65,87
74,71,90
81,78,97
82,79,98
78,75,94
77,76,94
81,79,100
82,80,104
80,77,104
78,74,101
84,80,107
93,89,114
87,83,108
75,70,93
70,65,88
64,59,81
73,68,88
84,77,95
78,71,89
70,63,79
78,71,87
90,83,99
91,84,100
77,68,87
85,75,99
82,70,94
88,74,97
88,73,94
79,61,83
68,53,76
81,66,97
85,71,106
76,65,99
64,53,87
67,57,91
74,64,98
71,64,95
70,63,94
66,60,88
72,66,94
80,71,100
82,73,102
84,74,101
88,78,105
93,80,108
95,80,109
100,85,116
102,87,120
109,94,127
125,110,143
141,126,157
143,128,159
124,109,140
103,88,119
81,66,97
64,49,80
62,45,77
80,63,95
102,85,119
123,106,140
138,121,155
140,126,159
129,123,151
120,116,143
117,111,137
112,106,132
104,95,122
101,92,119
106,96,121
106,96,121
108,95,121
109,95,121
111,97,122
116,100,126
122,106,132
128,110,136
130,112,136
130,112,138
126,107,135
119,103,130
111,95,122
100,86,112
92,78,104
84,72,96
80,68,92
76,66,90
71,63,86
78,70,93
84,79,99
87,82,102
83,80,99
79,76,95
77,74,93
78,75,96
87,83,108
83,79,106
82,78,105
85,81,108
88,82,108
85,79,105
80,75,98
76,71,94
80,72,95
75,67,90
71,63,84
73,66,84
78,69,86
81,72,89
85,76,93
88,79,98
74,65,86
79,71,94
74,64,88
80,68,90
81,68,88
74,59,78
69,54,77
73,60,90
71,60,94
62,51,85
55,44,78
60,50,84
69,59,93
73,66,97
79,72,103
75,69,97
80,74,102
86,77,106
88,79,108
90,80,107
93,83,110
96,86,113
100,87,117
102,88,121
108,94,127
117,103,136
128,114,147
139,126,156
140,125,156
128,113,144
113,98,129
78,63,94
63,48,79
61,46,77
77,60,92
96,79,113
119,102,136
140,123,157
150,135,168
129,120,149
115,111,138
110,104,130
107,101,127
103,94,121
101,92,119
103,93,118
101,88,114
100,86,112
104,88,114
109,93,119
117,99,125
123,105,131
130,110,137
135,115,140
138,118,143
132,112,139
129,111,137
124,106,132
113,97,123
101,85,111
91,77,102
84,70,95
81,69,93
79,69,93
79,71,94
80,72,93
76,71,91
74,69,89
72,69,88
74,71,90
76,73,94
79,75,100
80,76,103
81,77,104
80,76,103
79,73,99
77,71,97
79,74,97
82,77,100
87,79,102
80,72,93
75,68,86
77,70,88
83,74,91
85,76,93
84,75,92
82,73,92
80,71,92
75,65,89
68,56,80
71,57,80
72,58,81
69,54,75
69,53,79
72,58,91
63,51,87
51,39,75
46,36,71
53,43,77
61,51,85
73,63,97
89,79,113
87,78,109
89,80,111
91,82,113
92,83,114
93,84,113
96,85,115
100,89,119
102,91,121
105,94,126
115,101,136
125,111,144
133,119,152
139,126,156
140,127,157
133,120,148
125,112,140
94,81,109
81,66,95
78,63,94
89,74,105
102,87,120
123,108,141
148,131,167
161,146,179
143,134,163
128,122,148
117,111,137
110,104,130
105,97,121
106,96,121
108,95,121
102,89,115
96,82,107
102,86,112
111,93,119
118,98,123
123,103,128
131,108,134
139,116,142
144,121,147
136,114,137
137,115,138
135,112,138
124,104,129
111,91,116
98,80,104
90,75,98
87,73,96
91,77,102
85,73,97
76,66,90
70,62,85
69,61,84
69,64,87
71,66,89
73,68,91
69,65,90
75,71,98
80,74,102
76,70,98
70,64,90
69,63,89
80,72,96
89,81,105
95,87,110
86,78,101
80,71,92
81,72,91
87,78,95
89,80,97
86,75,92
78,66,86
87,75,97
74,66,90
63,53,77
64,52,76
64,50,73
65,50,71
68,54,79
79,65,98
67,55,91
53,43,78
50,40,75
55,45,79
57,47,81
69,59,93
89,79,113
92,83,114
90,81,112
91,82,113
92,83,114
94,85,114
95,86,115
98,87,117
102,91,123
107,97,131
114,104,138
123,114,145
131,122,153
139,130,159
144,134,161
139,129,156
134,121,149
113,100,128
96,83,111
90,77,105
98,83,114
108,93,126
122,107,140
139,123,159
148,133,166
150,141,170
139,133,159
131,125,151
119,113,139
109,101,125
107,97,122
109,96,122
103,89,115
101,85,111
109,91,117
118,98,123
125,102,128
127,104,130
132,108,134
140,116,142
146,122,146
141,116,138
142,117,138
137,113,135
126,102,124
110,88,109
98,79,101
95,77,99
95,80,103
100,84,110
92,78,103
82,70,94
75,65,90
75,65,90
74,65,92
72,63,90
67,61,87
65,59,87
72,68,95
79,73,101
75,69,97
69,63,89
71,65,91
81,73,97
88,80,104
99,91,114
89,81,102
80,71,90
78,69,88
86,77,94
90,81,98
87,76,93
77,65,85
84,72,96
77,68,95
66,56,81
64,52,76
62,48,73
64,49,72
71,57,83
82,71,103
73,63,98
62,52,87
60,50,85
63,53,88
63,53,88
73,62,96
92,81,115
96,85,119
92,81,115
90,81,112
93,84,115
95,86,117
94,85,116
96,87,116
100,91,122
104,97,130
107,100,134
114,107,140
129,120,151
145,136,165
151,142,169
143,134,161
132,122,147
105,95,120
88,75,103
81,68,96
90,77,107
100,86,119
109,93,129
114,98,135
111,97,132
126,117,144
131,126,149
140,135,158
136,128,152
121,111,136
111,101,126
108,96,120
101,87,112
107,91,117
115,97,123
124,104,129
130,107,133
134,110,136
139,113,140
147,121,146
153,128,150
154,126,148
151,124,143
140,112,134
124,96,118
105,80,101
97,73,95
100,78,101
104,84,109
107,89,115
100,84,110
95,81,107
92,79,107
90,80,107
85,74,104
76,65,95
67,58,87
68,62,90
75,69,97
80,74,102
78,72,100
79,70,97
81,72,99
84,76,100
83,75,99
97,87,111
89,79,103
79,70,91
74,65,84
82,71,88
89,78,95
87,76,93
79,67,87
77,65,89
79,73,99
72,63,90
68,58,83
64,52,76
66,52,75
76,62,88
77,66,98
75,65,100
69,59,94
66,56,91
69,59,94
71,61,96
80,69,103
95,84,118
97,86,120
91,80,114
89,80,111
95,86,117
97,88,119
95,86,117
95,86,115
97,90,121
97,92,124
99,93,127
107,102,134
125,118,149
146,140,168
152,146,172
138,133,156
121,113,137
91,83,107
75,65,90
72,62,89
86,73,103
96,82,115
100,86,121
98,82,119
89,75,110
97,88,115
117,112,135
143,138,161
150,142,166
137,127,152
127,117,142
120,108,132
111,95,121
113,95,121
119,99,126
129,106,132
136,112,138
142,116,143
148,122,149
155,129,154
162,134,157
166,137,155
156,127,145
138,109,127
117,88,108
102,75,94
97,72,93
104,80,102
112,90,113
113,93,118
110,91,119
107,91,120
106,91,122
104,91,121
94,83,115
82,71,103
72,61,93
78,69,98
82,76,104
85,79,107
82,76,104
85,76,103
88,79,106
86,78,102
80,72,96
89,79,103
88,79,100
81,72,91
74,65,84
76,65,82
83,72,89
84,73,90
80,68,88
72,59,85
82,73,100
79,69,96
77,64,90
70,57,83
71,57,82
81,68,96
71,61,95
74,66,103
71,61,96
64,54,89
67,55,91
74,62,98
83,72,106
93,82,116
91,80,114
85,74,108
85,74,106
93,82,114
95,86,117
91,82,113
88,82,110
92,85,116
89,84,116
92,88,121
104,101,132
125,120,150
144,140,167
148,142,168
129,124,147
109,101,125
87,79,103
75,65,90
76,66,93
88,77,107
96,82,115
95,81,116
91,77,113
82,71,105
83,74,101
102,97,120
128,120,144
134,126,150
129,119,144
130,117,143
129,115,140
121,105,131
121,103,127
125,105,130
132,109,135
139,115,141
146,120,145
152,126,151
159,131,156
162,134,156
158,127,143
146,115,130
127,96,112
106,77,95
98,69,87
102,75,94
113,88,110
122,98,122
119,99,124
116,97,125
112,96,125
110,95,126
107,92,125
100,86,121
91,77,112
82,71,105
87,78,109
91,85,113
91,85,113
85,79,107
85,76,103
88,79,106
88,80,104
82,74,98
81,71,95
88,78,102
91,79,101
81,69,89
75,64,81
78,67,84
79,68,85
77,65,85
74,61,87
81,72,99
82,72,99
80,70,95
74,61,87
74,61,87
85,72,100
70,61,92
78,68,102
72,62,96
60,48,84
61,49,85
72,60,96
80,68,104
87,75,111
84,72,108
79,65,100
80,66,99
90,77,107
92,81,111
87,77,104
84,76,100
85,79,105
83,78,108
90,87,118
105,102,133
125,122,151
141,138,165
140,138,162
120,116,141
98,94,119
80,76,101
72,66,92
76,70,96
87,78,107
86,76,110
83,72,106
80,68,104
76,65,99
77,68,97
87,78,105
98,89,116
99,89,114
98,88,113
111,99,123
121,107,130
120,102,126
132,113,135
134,112,135
137,113,137
142,117,139
149,121,144
154,126,149
157,127,151
157,128,148
142,110,125
129,97,110
112,80,95
98,67,83
97,66,82
106,77,95
121,93,115
130,106,128
125,102,128
120,100,127
115,96,126
109,92,124
104,89,122
100,85,118
95,81,116
90,79,113
93,84,115
98,92,120
96,90,118
87,78,105
82,73,100
85,77,101
88,80,103
85,77,100
75,66,87
89,80,101
97,85,105
87,76,93
76,65,82
75,64,81
75,64,81
73,61,83
76,66,93
74,64,91
70,60,87
71,61,88
76,66,93
77,67,94
74,64,91
67,57,84
69,58,88
66,55,87
68,54,89
75,61,97
78,62,101
79,62,104
85,68,110
87,71,110
63,47,84
64,49,82
90,75,106
99,85,111
90,76,99
89,76,96
94,82,104
83,77,103
95,91,118
112,109,136
130,127,154
137,137,163
128,128,154
102,104,129
78,80,105
74,76,101
78,78,106
79,79,107
81,78,109
83,78,110
85,79,113
82,75,109
79,69,104
70,59,93
80,66,99
84,71,101
80,65,94
77,63,89
88,73,96
109,91,113
126,104,125
132,109,129
137,112,131
142,115,134
144,115,133
148,117,135
151,120,138
151,120,138
150,117,134
140,104,118
123,87,99
105,69,81
99,65,79
104,72,87
115,84,100
124,97,116
130,105,126
126,102,126
123,103,128
118,100,126
110,94,121
109,94,123
111,96,127
104,90,123
94,80,113
101,90,122
98,87,119
96,85,115
93,83,110
90,80,104
95,86,107
94,85,104
83,74,93
79,68,85
74,63,80
83,72,89
90,79,96
83,70,88
84,71,91
89,76,96
83,71,95
74,68,94
77,67,94
72,62,89
70,60,87
73,63,90
74,64,91
72,62,89
68,55,81
75,62,90
76,63,93
75,61,96
78,62,99
76,60,99
75,58,100
80,63,105
81,64,106
61,45,84
61,44,78
79,63,92
86,70,96
85,70,91
89,75,92
94,81,99
86,78,101
89,85,108
102,98,123
115,113,137
120,120,144
111,113,138
95,97,122
79,83,110
75,79,106
80,81,109
81,82,110
81,80,111
85,82,113
87,81,115
84,78,112
80,73,107
79,68,102
86,72,105
88,73,104
82,67,96
81,65,91
94,76,100
111,92,112
125,104,121
134,111,127
139,115,131
143,116,131
144,116,131
148,117,133
151,118,135
150,117,134
148,114,131
140,104,118
124,88,100
108,72,84
102,68,82
107,75,90
117,86,102
126,97,117
132,107,128
130,106,128
128,106,129
122,102,127
116,98,124
117,101,128
119,104,133
112,99,129
101,88,118
95,84,116
93,82,114
95,84,114
95,85,110
94,84,108
97,88,107
92,83,100
78,69,86
71,60,76
67,56,72
78,67,83
86,75,92
84,71,91
87,74,94
93,79,102
85,75,99
73,69,96
79,69,96
73,63,90
68,58,85
69,59,86
71,61,88
72,62,89
69,56,82
80,65,94
83,68,99
82,66,102
81,65,102
75,59,98
72,55,97
76,59,101
78,60,102
66,48,86
63,46,80
70,54,83
73,58,81
80,65,84
89,75,92
92,79,96
82,73,94
78,73,95
84,79,102
94,90,113
97,95,117
88,89,110
81,81,105
81,81,107
82,82,108
84,84,112
85,85,113
86,83,114
88,83,115
91,84,117
88,81,115
85,75,109
87,73,106
90,75,106
87,72,101
84,70,96
88,72,98
103,85,107
119,100,120
131,108,128
135,110,129
141,114,131
145,116,134
145,116,134
148,117,135
149,118,136
149,116,135
146,111,131
141,104,121
127,90,107
112,75,92
107,73,90
112,79,96
121,90,108
129,100,120
134,109,130
137,113,135
134,111,137
127,107,134
123,104,132
125,109,138
130,114,143
121,106,135
108,95,125
92,81,113
90,79,111
98,85,115
104,91,117
105,93,117
106,94,116
97,85,105
82,71,88
78,67,83
72,61,77
80,67,85
87,74,92
84,71,91
90,77,97
96,82,105
89,77,101
70,64,90
76,66,91
69,59,86
64,54,81
66,56,83
71,61,88
78,65,93
76,62,88
83,68,97
84,69,100
83,68,101
84,68,104
79,63,100
74,58,97
76,60,99
80,62,102
76,58,96
75,58,92
72,56,85
71,56,79
81,66,85
89,75,92
86,73,90
71,62,79
67,60,78
71,64,82
79,74,94
79,76,95
71,69,90
71,69,91
75,75,99
85,85,109
88,85,112
88,85,112
88,83,113
90,83,116
93,83,117
91,81,116
87,76,110
87,72,103
87,72,101
85,71,97
86,70,96
97,79,103
115,96,118
130,109,128
137,116,133
133,110,126
139,115,131
144,117,134
146,117,135
149,118,136
151,119,140
150,117,138
146,113,134
140,105,125
128,94,111
117,82,102
113,80,99
118,86,107
124,95,115
132,104,126
140,112,135
145,119,144
141,117,143
134,111,137
129,109,136
132,113,141
133,117,144
123,107,134
108,93,122
94,81,111
92,79,109
99,86,114
108,95,121
112,100,124
113,101,123
107,95,115
95,84,101
100,89,105
90,79,95
90,77,95
88,75,93
82,69,89
88,75,95
95,81,104
86,74,98
68,63,86
74,61,87
69,56,82
67,54,80
69,56,82
76,63,91
83,70,98
83,69,95
86,70,99
82,65,97
81,64,98
86,69,105
85,67,105
81,63,101
82,64,102
85,67,105
87,70,106
89,72,104
84,68,95
78,63,86
83,68,87
84,70,87
74,62,76
66,55,69
63,55,70
69,61,76
77,70,86
78,71,87
71,67,84
72,69,88
78,75,96
90,86,109
91,87,112
91,85,113
90,81,112
90,80,114
92,81,115
89,77,113
87,73,108
87,72,101
88,72,98
87,71,97
91,76,99
104,86,108
121,102,122
133,112,131
137,114,132
134,110,126
141,114,131
146,117,137
148,119,139
152,120,141
153,121,144
153,119,143
149,115,139
141,106,130
132,97,121
123,88,112
121,87,111
125,93,116
131,99,123
138,108,132
144,116,141
150,124,149
147,123,149
139,116,142
130,110,137
131,111,138
129,110,138
118,99,127
101,85,112
92,77,106
89,74,103
95,80,109
104,90,116
108,94,119
112,98,121
112,99,119
106,93,113
115,102,120
103,90,108
96,83,101
87,74,92
76,63,83
83,70,90
92,78,101
84,72,94
73,68,90
74,62,86
74,61,87
75,62,88
76,63,89
80,67,93
85,70,99
88,72,99
89,73,100
83,67,96
80,63,95
85,68,102
86,69,105
85,68,104
89,72,108
92,75,111
95,78,112
101,85,114
97,81,108
89,74,97
87,72,91
80,66,83
65,53,65
68,56,66
70,60,69
74,64,75
77,69,80
80,72,85
83,76,92
85,81,98
88,83,103
94,89,111
94,89,112
93,84,111
90,79,109
89,78,110
91,77,112
88,74,109
84,69,102
90,74,101
92,77,100
94,79,102
101,83,105
112,93,113
123,104,123
130,109,126
130,107,125
137,113,129
144,117,134
150,121,141
151,122,142
155,123,146
156,124,147
154,120,145
150,116,141
142,106,134
134,100,127
128,94,121
128,94,121
131,98,125
136,103,130
142,112,138
147,119,144
151,125,152
150,124,151
143,119,145
132,109,135
127,104,130
120,100,125
108,88,113
94,76,102
86,70,97
81,67,93
86,72,98
93,79,104
93,79,102
97,83,106
103,90,110
104,91,111
110,97,115
101,88,106
96,83,101
84,71,89
71,58,78
79,66,86
91,77,100
85,73,95
79,74,96
80,66,89
86,72,97
90,76,101
87,73,99
82,68,94
81,67,93
86,70,97
94,75,103
93,74,104
88,69,101
86,66,101
83,63,98
86,66,101
96,76,111
103,86,120
104,87,119
111,95,122
112,96,122
104,89,110
95,80,99
81,68,85
67,53,66
72,59,68
76,63,70
74,61,70
70,58,68
76,66,77
90,82,95
100,92,107
100,93,109
100,92,113
100,90,114
96,86,113
93,80,110
91,76,109
92,75,111
88,71,107
83,66,100
90,72,98
96,78,100
103,85,107
111,92,112
120,101,120
130,109,126
132,109,127
129,106,122
143,119,135
150,123,140
155,126,146
155,126,146
157,125,148
156,124,148
153,119,146
148,114,141
142,107,137
136,101,131
133,98,128
133,100,129
136,103,132
140,107,136
145,115,143
151,121,149
151,122,150
150,124,151
145,119,146
132,108,134
122,98,124
114,91,117
103,80,106
89,69,94
82,64,90
79,61,87
84,66,92
88,70,96
83,65,89
82,67,90
91,76,99
97,82,105
100,85,106
98,83,104
99,84,105
88,73,94
73,59,82
81,67,90
92,78,101
86,74,96
76,68,89
85,72,92
96,82,105
102,88,111
94,80,105
83,69,95
77,61,88
85,66,94
98,79,107
101,82,112
94,75,105
85,66,98
78,59,91
84,65,97
98,79,111
114,97,129
112,96,125
118,102,128
123,108,131
116,101,120
104,90,107
88,76,90
74,60,73
75,60,67
78,63,68
69,57,61
58,45,52
67,56,64
92,82,91
106,98,111
106,98,113
104,95,114
102,93,114
100,87,113
95,80,109
92,75,107
91,74,108
89,69,104
84,65,97
85,67,91
95,76,96
106,87,107
117,98,117
128,107,124
135,114,131
136,113,129
134,110,126
150,123,140
155,128,145
159,130,148
158,129,149
158,126,149
155,123,147
151,117,142
145,111,138
142,107,137
137,104,135
134,101,132
136,103,134
139,106,137
142,109,140
146,116,144
152,122,150
148,119,147
152,123,151
146,120,147
133,107,132
120,94,119
111,87,111
100,76,100
89,67,90
82,62,87
79,61,85
85,67,91
87,69,93
78,60,84
75,57,81
84,66,90
90,75,98
96,81,104
99,84,105
105,90,111
96,81,104
79,65,88
84,70,93
94,80,103
87,75,97
66,58,79
93,78,97
108,93,114
108,93,116
92,76,102
78,62,89
76,60,87
89,69,97
97,74,103
108,84,116
103,82,113
89,68,99
85,64,97
92,73,105
97,78,108
112,93,121
112,94,120
107,92,115
108,93,114
114,101,119
120,107,124
111,99,113
98,84,97
95,80,87
79,62,68
56,41,46
50,37,44
72,61,69
105,93,103
119,108,122
116,105,121
103,91,111
97,85,107
97,83,109
102,87,116
105,88,120
98,78,113
88,66,102
82,61,94
68,48,73
82,60,81
100,78,99
119,98,117
134,111,129
140,117,135
141,117,133
139,115,129
144,117,132
153,126,143
158,129,147
156,127,147
159,127,150
159,127,151
149,117,141
136,103,130
131,98,127
135,104,135
137,106,137
134,103,134
136,105,136
144,113,144
150,120,148
149,119,147
150,120,146
148,118,144
142,114,139
135,107,130
125,97,120
112,87,109
102,77,99
96,71,93
78,56,79
84,61,87
92,69,95
96,73,99
95,72,98
90,70,95
89,69,94
88,70,94
94,76,100
102,84,110
99,83,109
95,80,103
100,85,108
101,86,109
86,72,95
73,61,83
63,54,73
95,81,98
105,90,109
102,87,108
89,74,97
80,64,90
83,64,92
95,72,101
97,74,103
104,80,112
106,82,114
96,75,106
94,74,102
96,77,105
95,76,104
98,80,106
104,86,110
106,91,112
108,93,112
112,99,116
118,105,122
117,105,119
111,97,110
103,88,95
91,74,80
72,57,62
65,52,59
81,70,78
105,93,103
114,104,115
110,99,115
106,95,112
101,89,111
101,87,112
106,92,118
108,92,121
102,83,115
92,71,104
87,66,97
76,53,79
87,65,86
104,82,103
122,99,119
133,110,128
139,116,132
143,119,133
145,121,135
150,123,138
154,127,142
157,129,144
155,126,144
159,127,148
157,125,148
144,112,135
127,95,119
118,88,116
128,98,126
134,104,132
134,104,132
137,107,135
144,114,142
147,117,145
145,115,141
143,113,139
142,112,136
141,111,135
137,109,132
130,102,125
120,90,114
108,79,101
98,70,92
82,58,80
88,64,88
94,70,94
97,75,98
96,73,99
94,71,97
92,72,97
93,73,98
89,71,97
94,76,102
92,76,102
95,79,105
106,91,114
108,93,116
98,84,107
91,79,101
77,68,87
94,77,95
96,79,98
93,75,97
86,68,92
87,69,95
94,74,101
104,79,109
100,75,105
102,77,107
105,80,110
102,79,108
102,79,107
98,78,105
91,71,96
85,67,91
97,79,101
104,89,110
105,90,109
106,93,110
112,99,116
115,103,117
116,102,115
110,94,104
105,88,96
93,78,85
88,73,80
95,82,91
108,96,106
110,100,111
104,93,109
107,96,113
103,91,113
104,90,115
107,91,118
109,90,118
103,84,114
96,75,106
94,70,102
87,62,91
99,73,98
115,90,112
128,103,124
135,110,129
141,116,135
148,121,138
152,125,140
155,129,142
157,130,145
157,129,144
155,126,144
156,125,143
151,119,140
135,103,124
118,86,109
109,79,105
121,92,120
131,102,130
134,106,131
137,109,134
142,114,139
144,114,140
140,110,134
137,105,129
139,107,130
143,111,134
144,112,135
141,109,132
129,97,120
113,81,104
101,69,92
90,62,84
93,68,90
97,72,94
97,73,97
94,70,96
92,68,94
91,68,96
92,69,97
84,64,92
86,66,94
89,70,98
103,84,112
118,102,128
121,105,131
115,101,124
116,102,125
104,92,112
87,70,86
85,68,86
82,65,84
85,67,89
95,77,101
106,86,113
111,86,116
104,77,108
101,76,106
100,75,104
96,73,101
96,73,99
93,73,98
85,66,88
83,65,87
94,77,96
98,83,102
97,83,100
96,83,100
102,89,106
105,93,107
105,93,105
109,93,104
109,93,103
108,92,102
104,91,100
107,95,105
112,102,113
112,101,115
107,96,112
108,97,114
105,93,113
101,89,111
101,87,112
100,84,110
99,80,108
98,79,107
100,77,106
99,74,103
112,86,113
128,102,127
138,113,135
141,116,137
142,117,136
148,121,138
153,126,141
157,131,144
161,135,148
162,134,148
155,127,142
148,117,133
138,107,123
126,95,113
113,84,104
110,82,104
123,95,118
134,106,129
136,108,131
137,109,131
140,112,134
141,112,134
138,109,131
137,105,128
141,109,132
147,115,138
150,118,141
146,114,137
134,100,124
116,82,106
103,69,93
97,68,90
98,70,92
100,72,94
95,70,92
91,65,90
87,63,89
87,62,91
87,64,92
82,62,90
84,64,92
93,74,102
115,96,124
133,117,143
134,118,144
130,116,139
135,121,144
130,118,138
90,72,88
82,63,82
80,61,81
88,68,93
101,81,108
113,90,118
115,88,119
109,80,111
102,76,105
95,69,98
85,60,89
84,60,86
87,64,90
83,64,86
85,68,87
89,72,90
88,74,91
86,72,87
88,76,90
96,84,98
97,86,100
94,82,96
102,86,99
106,90,101
111,95,106
112,98,111
114,102,114
116,105,119
116,105,119
112,104,119
110,101,118
110,98,118
104,92,114
98,84,109
96,80,106
100,81,109
104,85,113
107,87,115
111,84,115
125,96,126
140,111,139
148,120,145
148,120,142
146,119,138
147,120,137
150,123,138
157,129,143
164,136,148
166,138,150
154,126,140
136,108,122
122,94,108
118,90,105
118,90,105
122,95,112
132,107,126
139,114,133
137,112,131
136,109,128
138,111,130
140,111,131
138,109,129
143,111,132
147,115,136
153,120,141
153,120,141
146,113,134
132,97,119
115,80,102
104,69,91
100,68,89
100,71,91
102,73,95
99,71,94
95,67,92
90,64,91
90,65,94
92,67,97
87,63,95
93,72,103
107,88,116
131,112,140
146,130,156
144,128,154
140,125,148
146,132,155
143,131,153
98,80,94
86,68,84
83,64,84
92,73,95
102,82,107
108,85,113
110,83,114
106,77,108
100,74,103
93,67,96
81,57,83
80,56,80
86,64,87
85,66,86
86,69,87
86,69,87
80,66,81
78,64,79
84,72,86
96,84,98
97,86,100
94,82,96
97,83,98
103,87,100
107,93,106
110,98,112
111,100,114
113,102,118
112,104,119
113,104,121
113,104,123
113,104,123
110,98,120
101,89,111
98,84,109
102,86,112
111,93,119
115,95,123
119,92,123
130,101,132
141,112,142
147,119,144
147,119,142
146,119,138
146,119,136
148,122,135
156,128,140
164,136,148
165,137,149
150,122,134
127,99,111
114,86,98
118,90,102
127,101,114
133,109,123
143,119,133
148,124,138
142,118,132
137,110,125
137,110,127
140,111,129
139,110,130
147,115,136
151,119,140
153,120,141
147,114,135
135,100,122
120,85,107
110,72,95
102,67,89
98,67,85
99,70,88
102,73,93
102,72,96
100,72,97
99,70,98
99,73,102
101,76,106
94,70,102
107,86,117
123,104,132
140,121,149
150,134,160
148,132,158
145,130,153
150,135,158
147,133,156
101,80,95
89,68,85
87,65,86
97,75,98
102,79,105
101,76,105
103,74,105
100,69,101
98,69,99
96,67,97
88,62,89
89,65,89
94,72,95
94,72,93
93,74,93
90,73,89
82,68,83
78,64,79
83,71,85
96,84,98
101,90,104
100,88,102
103,89,104
105,88,106
104,90,107
104,91,108
103,92,108
102,91,108
102,93,110
104,95,112
109,100,119
114,105,124
115,103,125
107,95,117
102,88,111
105,89,115
112,94,120
115,95,123
122,95,126
128,99,130
133,104,134
138,109,137
142,112,138
145,116,138
148,119,137
151,123,138
158,130,144
162,134,146
159,132,141
143,116,125
122,95,104
112,85,94
121,94,103
134,108,119
138,115,125
148,126,138
155,131,144
148,124,138
141,114,129
139,112,127
140,112,127
138,109,127
146,115,133
150,117,136
149,114,134
136,101,121
120,82,105
106,68,91
102,62,86
102,64,87
98,65,84
100,69,87
102,73,93
102,72,96
99,71,96
97,68,98
96,69,100
97,72,102
100,76,108
122,98,130
136,115,146
142,123,151
144,128,154
145,129,155
147,132,155
152,137,160
149,135,160
97,74,90
87,64,82
87,66,85
98,76,97
101,78,104
95,72,100
93,68,97
89,64,93
91,66,95
97,71,98
97,71,96
102,76,101
104,80,102
99,77,98
101,82,101
99,82,98
90,76,91
80,68,82
82,71,85
91,83,96
99,93,105
100,92,107
110,97,114
107,92,111
102,89,107
98,87,104
95,83,103
91,82,101
92,83,102
