R,G,B
148,114,105
144,110,101
146,112,103
149,115,106
153,119,110
155,121,112
157,123,114
157,123,114
158,124,114
160,124,112
158,122,110
156,120,108
156,120,108
157,121,109
158,122,110
156,120,108
155,119,107
153,117,105
152,116,104
150,114,102
151,115,103
153,117,105
155,119,107
155,119,107
154,118,106
154,116,105
156,118,107
158,120,109
157,119,108
153,117,105
153,117,105
156,120,108
160,124,112
157,123,111
157,123,111
159,125,113
159,127,114
158,126,113
152,120,107
145,113,100
139,107,94
149,115,105
153,119,109
156,122,112
155,121,111
151,117,107
146,114,103
146,114,103
147,115,104
151,119,108
149,119,108
150,120,109
150,122,110
150,122,110
150,122,110
150,122,110
149,121,109
151,121,111
148,118,108
144,114,104
144,114,104
146,116,106
149,119,109
153,121,110
154,122,111
160,128,115
157,125,112
154,120,108
151,117,105
151,118,103
153,120,105
158,122,108
161,125,111
165,129,115
166,130,114
167,131,117
168,132,118
168,132,118
167,131,117
166,130,116
166,130,116
165,129,113
164,128,112
162,126,110
161,125,109
161,125,109
161,125,109
162,126,112
163,127,111
160,127,108
159,128,108
159,127,112
158,126,111
158,126,115
158,126,115
157,124,115
157,124,115
164,131,124
159,126,119
155,122,113
155,122,113
158,126,115
161,129,118
160,128,115
159,127,114
161,127,117
160,126,117
158,124,115
157,123,114
156,122,113
157,123,114
158,124,115
159,125,116
151,117,108
149,115,106
147,113,104
146,112,103
148,114,105
152,118,109
157,123,114
160,126,117
164,127,118
166,129,120
167,130,121
166,129,120
164,127,118
162,125,116
163,126,117
163,126,117
148,111,102
149,112,103
150,113,104
153,116,107
157,120,111
162,125,116
166,129,120
169,132,123
167,131,119
165,129,117
163,126,117
163,126,117
164,127,119
165,128,120
164,127,121
163,126,120
161,124,116
159,122,113
157,120,111
157,121,107
159,123,109
163,127,111
167,132,113
170,135,116
163,126,107
164,127,108
164,127,108
165,128,109
165,128,110
166,129,111
166,129,111
166,129,111
168,131,115
167,130,114
166,128,115
166,128,115
167,129,116
166,128,115
164,126,113
162,124,111
157,119,108
159,121,110
162,124,113
165,127,116
167,129,118
168,130,119
168,130,119
168,130,119
165,127,116
164,126,115
164,126,115
163,125,114
164,126,115
164,126,115
166,128,117
166,128,115
169,127,113
167,125,109
164,125,108
164,127,109
166,129,111
166,131,112
164,131,112
163,130,111
167,134,115
152,115,106
149,112,103
150,113,104
152,115,106
154,117,108
156,119,110
157,120,111
157,120,111
157,120,111
160,124,112
157,121,109
155,119,107
156,120,108
159,123,111
160,124,112
160,124,112
158,122,110
157,121,109
155,119,107
153,117,105
152,116,104
154,118,106
154,118,106
153,117,105
152,116,104
153,117,105
153,117,105
154,118,106
154,118,106
156,120,108
158,122,110
161,125,113
163,127,115
156,120,108
155,119,107
155,119,107
154,120,108
155,121,109
154,120,108
151,117,105
148,114,102
153,117,105
157,121,109
160,124,112
156,122,110
151,117,105
148,114,102
148,114,102
150,118,105
152,120,107
151,122,108
152,123,109
153,124,110
153,124,110
153,124,110
153,124,110
153,124,110
150,120,109
147,117,106
145,115,104
146,116,105
152,120,109
154,122,111
154,122,111
154,122,111
160,126,116
158,124,114
157,121,109
155,119,107
155,119,107
156,120,108
159,123,111
160,124,110
166,130,114
166,131,112
166,130,114
165,129,113
165,129,113
165,129,113
165,129,113
166,130,114
164,128,114
163,127,113
162,126,112
162,126,112
162,126,112
163,127,113
164,128,116
164,128,114
161,128,111
159,126,107
158,125,110
157,124,109
157,123,113
158,124,114
160,126,117
161,127,118
169,134,128
164,129,123
159,125,116
159,125,116
161,127,117
162,128,118
159,125,113
156,122,110
159,125,115
159,125,115
158,124,114
157,123,113
156,122,112
155,121,111
154,120,110
153,119,109
149,115,105
148,114,104
147,113,103
147,113,103
150,116,106
154,120,110
158,124,114
161,127,117
163,126,117
165,128,119
167,130,121
167,130,121
164,127,118
163,126,117
163,126,117
165,128,119
153,116,107
154,117,108
155,118,109
157,120,111
161,124,115
164,127,118
165,128,119
166,129,120
165,127,116
163,125,114
163,125,114
164,126,117
166,127,120
165,126,119
162,123,116
158,119,112
158,119,112
158,120,111
159,121,112
160,122,109
161,123,110
163,126,110
165,128,110
166,129,110
163,126,108
163,126,108
163,126,108
164,127,109
164,127,109
164,127,109
164,127,111
164,127,111
168,131,115
166,129,113
165,127,114
166,128,115
168,130,119
169,131,120
166,128,117
164,126,115
160,122,113
161,123,114
163,125,116
165,127,118
167,129,118
167,129,118
166,128,117
166,128,117
166,128,115
164,126,113
162,124,111
161,123,110
162,124,111
164,126,113
166,128,115
168,130,117
169,127,113
166,124,108
162,123,106
161,124,106
165,128,110
167,132,113
166,133,114
165,132,113
168,135,116
155,118,109
152,115,106
153,116,107
154,117,108
155,118,109
155,118,109
155,118,109
155,118,109
154,117,108
161,125,113
158,122,110
156,120,108
157,121,109
162,126,114
165,129,117
166,130,118
165,129,117
163,127,115
161,125,113
158,122,110
156,120,108
156,120,108
156,120,108
154,118,106
153,117,105
157,121,109
155,119,107
153,117,105
154,118,106
157,121,109
160,124,112
161,125,113
161,125,113
153,117,105
151,115,103
149,113,101
150,114,102
153,117,105
155,121,109
158,122,110
159,123,111
155,119,107
159,123,111
162,126,114
159,123,111
154,118,106
149,115,103
151,117,105
154,120,108
155,121,109
155,123,110
156,124,111
155,126,112
155,126,112
155,126,112
155,126,112
155,126,112
147,117,106
146,116,105
147,117,106
152,122,111
159,127,116
162,130,119
161,129,118
159,127,116
155,121,111
155,121,111
157,121,109
157,121,109
158,122,110
160,124,112
162,126,114
163,127,113
164,128,112
163,128,109
162,127,108
160,125,106
160,124,108
161,125,109
162,126,110
163,127,111
164,128,114
164,128,114
164,128,114
164,128,114
163,127,115
162,126,114
162,126,114
161,125,111
161,128,111
159,126,107
156,123,108
154,121,106
155,121,111
159,125,115
163,129,120
166,132,123
169,134,128
164,129,123
159,125,116
159,125,116
160,126,116
159,125,115
154,120,108
149,115,103
157,123,113
158,124,114
160,126,116
160,126,116
158,124,114
155,121,111
151,117,107
149,115,105
147,113,103
147,113,103
147,113,103
148,114,104
151,117,107
155,121,111
159,125,115
162,128,118
162,125,116
165,128,119
167,130,121
166,129,120
162,125,116
158,121,112
157,120,111
158,121,112
157,120,111
158,121,112
160,123,114
162,125,116
165,128,119
165,128,119
163,126,117
162,125,116
161,123,112
161,123,112
162,124,113
165,127,116
167,129,120
165,126,119
159,120,113
153,114,107
159,120,113
160,122,113
162,124,113
163,125,112
164,127,111
165,128,110
165,128,109
165,128,109
164,127,109
164,127,109
164,127,109
164,127,109
164,127,109
164,127,109
164,127,111
164,127,111
167,130,114
166,129,113
165,127,114
166,128,115
170,132,121
170,132,121
168,130,119
165,127,116
163,125,116
164,126,117
166,128,119
166,128,119
167,129,118
166,128,117
164,126,115
163,125,114
167,129,116
164,126,113
161,123,110
160,122,109
160,122,109
163,125,112
167,129,116
170,133,117
169,127,111
165,123,107
160,121,104
160,123,105
164,127,109
167,132,113
167,134,115
167,134,115
166,133,114
155,119,107
157,121,109
157,121,109
156,120,108
157,121,109
157,121,109
159,123,111
160,124,112
161,125,113
163,127,115
163,127,115
162,126,114
161,125,113
161,125,113
161,125,113
162,126,114
162,126,114
162,126,114
163,127,115
163,127,115
160,124,112
156,120,108
152,116,104
150,114,102
149,113,101
155,119,107
154,118,106
153,117,105
153,117,105
155,119,107
157,121,109
160,124,112
162,126,114
159,121,110
156,118,107
153,115,104
152,114,103
155,117,106
159,123,111
166,128,117
171,133,122
163,125,112
162,124,111
163,125,112
163,125,112
164,126,113
162,126,112
159,123,109
155,122,107
157,124,109
156,123,108
155,122,107
154,122,107
155,123,108
156,124,109
158,126,111
159,127,112
148,116,103
146,114,101
146,114,101
150,118,105
156,124,111
158,126,113
156,122,112
151,117,107
157,120,111
159,122,113
162,125,116
165,128,119
168,130,121
168,130,121
167,129,120
166,128,117
160,124,108
159,124,105
159,124,105
160,125,106
161,125,109
161,125,109
159,123,107
156,120,104
160,124,110
161,125,111
162,126,112
161,125,111
160,124,112
160,124,112
162,126,114
164,128,114
157,124,107
158,125,106
160,127,112
162,129,114
164,130,120
165,131,121
165,131,122
166,132,123
162,127,121
160,125,119
158,124,115
157,123,114
156,122,112
155,121,111
151,117,105
149,115,103
151,117,105
156,122,110
162,128,116
164,130,118
160,126,114
154,120,108
148,114,102
144,110,98
147,113,101
147,113,101
148,114,102
150,116,104
153,119,107
156,122,110
160,126,114
162,128,116
156,119,110
158,121,112
159,122,113
158,121,112
155,118,109
155,118,109
158,121,112
161,124,115
164,127,118
160,123,114
157,120,111
159,122,113
164,127,118
167,130,121
165,128,119
162,125,116
164,126,115
163,123,111
162,122,112
163,123,113
166,126,118
168,128,120
168,127,121
168,127,121
166,126,118
165,125,117
164,124,114
165,125,113
167,128,113
168,129,112
167,129,110
166,128,109
168,131,113
165,128,110
163,126,108
166,129,111
172,135,119
174,137,121
171,133,120
167,129,116
167,129,116
167,129,116
167,129,118
166,128,117
166,128,117
166,128,117
166,128,117
166,128,117
161,123,114
162,123,116
163,125,116
164,126,117
164,126,117
163,125,116
161,123,112
160,122,111
163,125,112
162,124,111
161,124,108
161,124,108
163,126,110
167,130,114
171,134,118
174,137,121
177,135,119
169,127,111
160,121,104
161,124,106
169,132,114
173,138,119
170,137,118
166,133,114
166,133,114
157,121,109
158,122,110
158,122,110
159,123,111
159,123,111
160,124,112
160,124,112
161,125,113
161,125,113
164,128,116
164,128,116
163,127,115
162,126,114
162,126,114
161,125,113
161,125,113
161,125,113
157,121,109
158,122,110
158,122,110
156,120,108
153,117,105
151,115,103
151,115,103
152,116,104
154,118,106
153,117,105
152,116,104
152,116,104
153,117,105
156,120,108
159,123,111
161,125,113
160,122,111
158,120,109
155,117,106
154,116,105
156,118,107
160,122,111
166,128,117
169,131,120
164,126,113
164,126,113
163,125,112
163,125,112
163,125,112
162,124,111
160,122,109
157,121,107
158,122,108
155,122,107
154,121,106
153,120,105
153,120,105
152,120,105
153,121,106
154,122,107
154,122,109
151,119,106
148,116,103
150,118,105
155,123,110
157,125,112
155,121,111
152,118,108
157,120,111
158,121,112
160,123,114
162,125,116
163,125,116
162,124,115
160,122,113
159,121,110
156,120,104
157,122,103
157,121,105
158,122,106
158,122,106
158,122,106
159,123,107
160,124,108
159,123,109
160,124,110
162,126,112
164,128,114
165,129,115
164,128,114
163,127,115
162,126,112
158,125,108
159,126,107
160,127,112
162,129,114
163,129,119
163,129,119
163,129,120
163,129,120
162,127,121
160,125,119
158,124,115
157,123,114
157,123,113
155,121,111
153,119,107
150,116,104
151,117,105
156,122,110
160,126,114
162,128,116
159,125,113
154,120,108
150,116,104
147,113,101
151,117,105
152,118,106
154,120,108
157,123,111
159,125,113
161,127,115
161,127,115
162,128,116
159,122,113
159,122,113
159,122,113
157,120,111
155,118,109
158,121,112
163,126,117
167,130,121
168,131,122
163,126,117
159,122,113
158,121,112
159,122,113
159,122,113
156,119,110
153,117,105
159,119,107
158,118,106
158,118,108
161,121,111
164,124,116
167,127,119
168,127,121
167,127,119
166,126,118
165,125,115
166,126,114
167,128,113
168,129,114
170,131,114
170,132,113
169,131,112
167,130,112
164,127,109
161,124,106
164,127,109
168,131,115
171,134,118
169,131,118
166,128,115
167,129,116
166,128,115
165,127,116
164,126,115
163,125,114
163,125,114
163,125,114
163,125,116
161,122,115
161,122,115
161,122,115
162,124,115
161,123,114
161,123,114
160,122,111
159,121,110
162,124,111
161,123,110
161,124,108
162,125,109
164,127,111
167,130,114
170,133,117
172,135,119
175,133,117
168,126,110
160,121,104
161,124,106
169,132,114
173,138,119
171,138,119
167,134,115
166,133,114
159,121,110
160,122,111
161,123,112
162,124,113
163,125,114
164,126,115
163,125,114
162,124,113
161,123,112
163,127,115
163,127,115
162,126,114
161,125,113
160,124,112
159,123,111
158,122,110
158,122,110
154,118,106
156,120,108
157,121,109
156,120,108
154,118,106
154,118,106
155,119,107
157,121,109
153,119,107
152,118,106
154,118,106
154,118,106
155,119,107
157,121,109
160,122,111
161,123,112
162,124,113
161,123,112
159,119,109
158,118,108
158,118,108
161,121,111
165,125,115
167,127,117
166,126,114
165,125,113
164,124,112
163,123,111
162,122,110
160,122,109
161,123,110
160,124,110
160,124,110
158,122,108
157,121,107
153,120,105
151,118,103
151,118,103
150,117,102
150,117,102
155,123,108
151,119,104
148,115,100
148,115,100
152,118,106
155,121,109
157,121,109
156,120,108
158,121,112
159,122,113
161,122,115
160,121,114
159,120,113
157,118,111
155,116,109
153,115,106
152,116,102
154,118,102
156,120,106
155,119,105
154,118,104
155,119,105
159,123,109
163,127,113
161,125,109
160,124,108
162,126,110
166,130,114
170,134,118
170,134,118
166,130,116
161,125,109
160,125,106
160,125,106
161,125,111
162,126,112
163,126,117
163,126,117
162,125,117
162,125,117
164,127,121
162,125,119
160,123,115
159,122,114
160,123,114
159,122,113
157,121,109
155,119,107
153,119,107
156,122,110
159,125,113
160,126,114
158,124,112
155,121,109
154,120,108
154,120,108
156,122,110
157,123,111
160,126,114
163,129,117
164,130,118
163,129,117
162,128,116
161,127,115
162,125,116
161,124,115
159,122,113
157,120,111
157,120,111
161,124,115
168,131,122
173,136,127
169,132,123
166,129,120
162,125,116
159,122,113
158,121,112
156,119,110
153,116,107
151,115,103
153,113,101
153,114,99
155,115,103
159,119,107
163,123,113
166,126,116
167,127,119
166,126,118
165,125,117
166,126,116
167,127,115
168,129,114
170,131,116
171,132,115
172,134,115
173,135,116
166,129,111
162,125,109
159,122,106
160,123,107
164,127,111
167,130,114
167,129,116
165,127,114
166,128,117
165,127,116
162,124,113
160,122,111
159,121,112
159,121,112
160,122,113
160,122,113
162,123,116
161,122,115
160,121,114
159,120,113
159,121,112
159,121,112
159,121,110
159,121,110
161,123,110
161,123,110
162,125,109
163,126,110
165,128,110
166,129,111
167,130,112
168,131,113
173,131,115
168,126,110
161,122,105
162,125,107
169,132,114
173,138,119
171,138,119
169,136,117
167,134,115
161,123,112
160,122,111
162,124,113
164,126,115
165,127,116
165,127,116
163,125,114
161,123,112
159,121,110
161,125,113
161,125,113
160,124,112
159,123,111
158,122,110
156,120,108
155,119,107
154,118,106
155,119,107
158,122,110
162,126,114
163,127,115
162,126,114
160,124,112
160,124,112
160,124,112
156,122,110
155,121,109
157,121,109
157,121,109
157,121,109
158,122,110
161,123,112
162,124,113
163,125,114
161,123,112
161,121,111
160,120,110
159,119,109
160,120,110
163,120,111
164,121,112
165,123,111
163,123,111
163,123,111
162,122,110
161,121,109
162,122,110
164,124,112
165,127,114
166,128,115
164,128,114
162,126,112
159,123,109
157,121,107
153,120,105
151,118,103
151,118,103
152,119,104
148,116,101
145,112,97
145,112,97
148,114,102
152,118,106
156,120,108
157,121,109
160,123,114
160,123,114
161,122,115
160,121,114
159,120,113
157,118,111
155,116,109
154,115,108
152,116,104
155,119,105
157,121,109
154,118,104
150,114,100
151,115,101
157,121,107
163,127,113
163,127,111
160,124,108
159,123,107
163,127,111
168,132,116
170,135,116
166,130,114
162,127,108
157,122,103
158,123,104
159,123,109
161,125,111
161,124,115
162,125,116
162,125,117
161,124,116
164,127,121
162,125,119
160,123,115
159,122,114
160,123,114
160,123,114
159,123,111
158,122,110
156,122,110
158,124,112
159,125,113
159,125,113
158,124,112
158,124,112
159,125,113
161,127,115
159,125,113
159,125,113
160,126,114
160,126,114
160,126,114
160,126,114
159,125,113
158,124,112
164,127,118
163,126,117
162,125,116
161,124,115
161,124,115
164,127,118
169,132,123
171,134,125
166,129,120
165,128,119
164,127,118
162,125,116
160,123,114
159,122,113
158,121,112
160,122,111
153,113,101
154,115,100
155,115,103
159,119,107
163,123,113
165,125,115
165,125,117
164,124,116
163,123,113
165,125,115
167,127,115
168,129,114
169,130,113
170,132,113
171,133,112
173,135,116
166,129,111
163,126,110
160,123,107
160,123,107
162,125,109
165,128,112
166,128,115
166,128,115
164,126,115
163,125,114
161,123,112
159,121,110
158,120,111
159,121,112
160,122,113
161,123,114
163,124,119
162,123,118
160,121,114
159,120,113
158,119,112
159,121,112
160,122,111
161,123,112
162,124,111
163,125,112
164,127,111
165,128,110
165,128,110
164,127,109
163,126,108
162,125,107
170,128,112
167,125,109
163,124,107
164,127,109
168,131,113
171,136,117
170,137,118
169,136,117
166,133,114
162,124,111
161,123,110
162,124,111
164,126,113
165,127,114
164,126,113
162,124,111
159,121,108
158,120,107
162,126,114
162,126,114
162,126,114
161,125,113
160,124,112
158,122,110
156,120,108
155,119,107
156,120,108
160,124,112
166,130,118
169,133,121
168,132,120
164,128,116
160,124,112
158,122,110
156,122,110
156,122,110
157,121,109
157,121,109
158,122,110
158,122,110
160,122,111
160,122,111
163,123,113
163,123,113
164,121,112
163,120,111
162,119,110
161,118,109
161,117,108
160,117,108
161,119,107
162,120,106
164,122,108
163,121,107
163,121,107
163,124,109
167,128,113
170,133,117
171,134,118
170,133,117
169,132,116
165,129,113
163,127,111
160,124,108
158,122,106
155,122,105
155,122,105
152,119,102
149,116,101
148,115,100
149,116,101
151,118,103
155,119,107
155,119,107
159,121,112
